"GG Langtext","DST Langtext","Förderprogramm","Postleitzahl","Ausbezahlte Fördersumme","Anzahl der Förderfälle","jahr"
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1110",18228,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1140",1085,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",18011,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1060",40145,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",14105,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","2544",31465,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderung von heilpädagogischen Hortgruppen","1080",375393.03,24,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1110",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1180",4340,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1070",1448692,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1150",11935,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1060",14756,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",11935,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",11501,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",10199,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Gruppenzuschlag I","1070",680197.4,460,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",2387,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",5425,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1150",19530,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1200",92225,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1010",13237,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",13888,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1010",14322,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Gruppenzuschlag I","1080",647418.3,436,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",12803,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1190",35371,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",19530,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",32550,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1200",72695,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",8680,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",21483,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",44051,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1150",13020,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1170",18879,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Oma Dienst","1010",19900,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Gruppenzuschlag I (Spital)","1080",53232.12,12,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",8680,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",39928,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1170",3255,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1070",4340,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",20615,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1170",7595,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1070",8680,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1200",23870,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6510,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",17360,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Zuschlag II (A-Häuser)","1070",49682.64,168,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1050",14539,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",4340,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1130",9114,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1030",11935,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",8680,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",60543,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",121520,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",3689,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",44268,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Zuschlag II (A-Häuser)","1080",25383.2,84,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1080",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1140",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1230",5425,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",15841,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",16275,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1190",5208,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1050",9765,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1030",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1230",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1110",45372.36,15,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",23436,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1180",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","2201",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1200",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1140",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1010",21145.8,18,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",9114,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",2821,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",14973,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1190",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1180",5208,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1050",5859,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1030",9114,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1140",19083.35,11,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1160",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1140",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1200",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",5642,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",21266,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",11935,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1080",45372.36,15,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",2170,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1170",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1060",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1130",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1190",2387,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1120",31718.7,26,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1060",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1150",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1200",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1180",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1080",5425,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1210",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1040",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1170",1769522.04,585,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1130",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1230",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1050",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1230",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1020",9114,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1090",47740,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",9114,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1030",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1010",181489.44,60,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",15190,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",12152,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1140",29512,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1190",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1220",3472,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",6076,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",6510,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1180",18445,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Zusammenhang mit der Schaffung von neuen elementaren Bildungsplätzen","1080",206005,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1020",272234.16,90,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",7595,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","2542",46221,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1150",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1050",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1100",3038,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1140",24955,1,2024
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Teuerung; Unterstützungsmaßnahme für private elementare Bildungseinrichtungen KDG","1120",6076,1,2024
